Title,Company,Location,URL,Job Description,Skills,Accessibility,Interview,Sentiment,NER
Frontend Developer (Arizona on-site),Lumifi,"Scottsdale, AZ",https://www.linkedin.com/jobs/view/frontend-developer-arizona-on-site-at-lumifi-4188218789?position=54&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=r6R5Ofxz2v2QYHdt6%2FHKGw%3D%3D,"Frontend Developer

Location: On-site (Scottsdale, AZ)

Job Description

Lumifi Cyber is seeking a mid-level Frontend Developer to build and maintain user-facing applications using modern TypeScript, React, and Next.js (both SSR and CSR). In this role, you’ll collaborate closely with design, product, and backend teams to ensure smooth data integration and great user experiences.















Lumifi welcomes and encourages diversity in our workplace. All qualified applicants will receive consideration for employment without regard to race color, religion, sex, sexual orientation, gender identity, national origin or disability.

Powered by JazzHR

Qz6viT6a5o","['typescript', 'react']",[],[],"('Positive', 'Subjective')",[dict_items([])]
Frontend Developer,The Virtus Solution,"Sandy Springs, GA",https://www.linkedin.com/jobs/view/frontend-developer-at-the-virtus-solution-4140135973?position=55&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=74ETatq7EB9bPUG3sbGWbQ%3D%3D,"Join Us: The Virtus Solution is looking to expand our Team!

Now hiring: Leaders. Challengers. Inventors.

Whether you're a Project Manager, Business Analyst, Architect, Developer, etc., we would love to have you join our team as a Virtus Consultant! Virtus Consultants are driven and intellectually curious, analytical and enjoy solving problems. The ideal Virtus candidate is driven, thrives on ambiguity, and is excited about working in a fast-paced startup environment. Virtus Consultants have a demonstrated ability and willingness to roll up their sleeves and execute to get the job done for our clients. Our company works with various Fortune 100 companies and our Virtus Consultants advise and solve their complex and critical problems. Do you have what it takes to be a Virtus Consultant? If so, Virtus invites you to apply today!

The Frontend Developer is a key role in Virtus's growing Tech practice. We are looking for a with expertise in and to join our IT consulting team. You will work with a diverse range of clients, delivering high-quality, scalable, and user-friendly web applications tailored to business needs. In this role, you will collaborate with cross-functional teams to design and develop intuitive user interfaces while ensuring performance, accessibility, and maintainability.",[],['curious'],[],"('Positive', 'Subjective')",[dict_items([])]
Full Stack Software Engineer,Calm,"San Francisco, CA",https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-calm-4187612012?position=56&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=QivI0yh4TWMpi250jCcU2w%3D%3D,"About Calm

Calm is on a mission to support everyone on every step of their mental health journey. With the #1 app for sleep, meditation and relaxation as well as a growing library of digital, evidence-based mental health programs, Calm offers trusted support for individuals and organizations alike. Our flagship consumer app provides personalized content and activities – featuring a range of experts and beloved celebrity voices – to help users manage stress, improve sleep and live mindfully. Our workplace and healthcare solutions offer a consumer-friendly approach to clinical content and HIPAA-compliant resources in order to drive positive health and business outcomes. Named a TIME100 Most Influential Company, Calm supports more than 150 million people and 3,500 organizations across seven languages and 190 countries.

We are hiring remote workers for this role in the San Francisco Bay Area, Los Angeles, New York City, or Minneapolis areas. At this time, only candidates in these locations will be considered.



We build Calm’s product, guide Calm’s analysis, secure Calm’s data, and operate the platforms that underpin it all. We’re product-minded, team-oriented, and grounded in the mission of meeting everyone where they’re at on their mental health journey. We work in fast-moving, small pods and as a Full Stack Engineer you will be expected to gather technical requirements, design and publish technical specs of innovative systems, as well as own building and releasing them into production.



As a vital member of the Calm Engineering team, the Software Engineer will play a crucial role in designing, developing, and maintaining backend systems that support our mobile and web applications. This position involves collaborating closely with a diverse team of engineers, designers, and product managers to ensure the reliability, performance, and security of our products. Key responsibilities include:















Calm uses a geographic pay model that determines salaries based on the location where an employee lives. For this position, the base pay ranges across Calm’s pay tiers is as follows: $147,000 - $225,000. The base pay range represents the low and high end of Calm’s salary range for this position. Not all candidates will be eligible for the upper end of the salary range. Exact salary will ultimately depend on multiple factors, which include the successful candidate's geographic location, skills, experience and other qualifications.

Calm uses employee zip code to determine which pay range applies.

This role is also eligible for equity + comprehensive benefits + 401k + flexible time off.

Please note that Calm may leverage artificial intelligence technology in the application review process.

Calm is committed to providing reasonable accommodations for qualified individuals with disabilities, including disabled veterans. If you require a reasonable accommodation to complete any part of the application or interview process, please contact Calm’s Recruiting team at recruitingaccommodations@calm.com. All accommodation requests will be handled confidentially and assessed on a case-by-case basis.

We believe that mental health is health, and every person should be considered in the discussion. That’s why we’re proud to be an equal opportunity workplace, committed to providing equal employment opportunities to all applicants and employees regardless of race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, medical condition, genetic information, military or veteran status, gender identity or expression, sexual orientation, or any other characteristic protected by applicable federal, state or local law.

Calm is deeply committed to diversity, equity and inclusion. We strive to create a mindful and respectful environment where everyone can bring their authentic self to work, and experience a culture that is free of harassment, racism, and discrimination.

Employment offers are contingent upon the successful completion of a background check. Roles which require access to certain types of information may also require the successful completion of a drug screening.

FOR US BASED POSITIONS: Calm participates in e-verify. E-verify provides the federal government with your Form I-9 information to confirm that you are authorized to work in the U.S.",[],['veteran'],[],"('Positive', 'Subjective')","[dict_items([('LOC', ['san francisco bay area']), ('GPE', ['new york city', 'los angeles', 'minneapolis', 'u.s.']), ('ORG', ['gather technical requirements'])])]"
Web Developer,Prodware Solutions,United States,https://www.linkedin.com/jobs/view/web-developer-at-prodware-solutions-4197311436?position=57&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=8QzGb0ReQwEuwYwOZ1%2BK8Q%3D%3D,"Leading Client
Location - Remote
Duration - Short Term
Role - Web Designer / Developer
W2 and 1099 Only",[],[],[],"('Neutral', 'Subjective')",[dict_items([])]
Frontend Engineer (Remote),Alma,San Francisco Bay Area,https://www.linkedin.com/jobs/view/frontend-engineer-remote-at-alma-4173788338?position=58&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=2sLwR6z7tfTTcHt3vT0nxQ%3D%3D,"Alma is hiring the best software engineer in the world to join our world-class engineering team. Every new hire is going to raise the bar and that’s how we are able to deliver the best AI native product ever seen in legal tech space.

Our entire team works between 9 am and 8 pm Pacific Time and 5 days a week. We try to leave the weekend to our team to recharge and spend time with their family.

👋🏼 Hello! We’re Alma

Backed by leading VCs such as Bling Capital, Forerunner, Village Global, NFX, Conviction, MVP Ventures, NEA and Silkroad Innovation Hub, Alma is a LegalTech startup on a mission to transform the immigration industry. By combining the expertise of seasoned attorneys with AI/ML, we streamline the complex immigration process for individuals and businesses. Our comprehensive platform and dedicated legal team provide clients with a seamless experience, empowering them to navigate the intricate world of immigration with confidence.

🚀 Why you should join ALMA

You will have the opportunity to work alongside mission-driven founders who are determined to make immigration easy. From day 1 you will be solving challenging & interesting problems by leveraging cutting-edge AI research and technology. You will be working with our CTO, a seasoned tech visionary with years of leadership experience at Uber and other established startups, where you'll have the chance to greatly expand your knowledge and skills under his expert mentorship.

🧠 Founding

The founding team has an extensive background in the legal industry, consulting, and building ML platforms.



🔍

We are looking for a highly-skilled and ambitious frontend engineer with 5+ years of developing web applications who is super pumped about building AI native products to make immigration easy. You will own the products end-to-end and solve the hard problems. We need you to be in the 99th percentile of having a “can-do” attitude.

✅ Responsibilities



🛠 Role Requirements



⭐️ Nice-to-haves",[],"['mentorship', 'ambitious']",[],"('Positive', 'Objective')","[dict_items([('ORG', ['🚀'])])]"
Web Developer,Airtable,"San Francisco, CA",https://www.linkedin.com/jobs/view/web-developer-at-airtable-4132977517?position=59&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=L9Y6FL9Pl%2BFUxPZp0bStZQ%3D%3D,"Airtable is the no-code app platform that empowers people closest to the work to accelerate their most critical business processes. More than 500,000 organizations, including 80% of the Fortune 100, rely on Airtable to transform how work gets done.

We are at the forefront of building easy-to-use and high-performing marketing website that serve our users and multiple partners across marketing and design. Your skills in developing intuitive, efficient platforms will be pivotal in driving our projects to new heights, making a tangible impact on our user base and partners. You will have the opportunity to work with a great team and have the autonomy to propose and drive your solutions in collaboration with others.

Learn more about our Engineering team and values here.








Airtable is an equal opportunity employer. We embrace diversity and strive to create a workplace where everyone has an equal opportunity to thrive. We welcome people of different backgrounds, experiences, abilities, and perspectives. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status or any characteristic protected by applicable federal and state laws, regulations and ordinances. Learn more about your EEO rights as an applicant

VEVRAA-Federal Contractor

If you have a medical condition, disability, or religious belief/practice which inhibits your ability to participate in any part of the application or interview process, please complete our Accommodations Request Form and let us know how we may assist you. Airtable is committed to participating in the interactive process and providing reasonable accommodations to qualified applicants.

Compensation awarded to successful candidates will vary based on their work location, relevant skills, and experience.

Our total compensation package also includes the opportunity to receive benefits, restricted stock units, and may include incentive compensation. To learn more about our comprehensive benefit offerings, please check out Life at Airtable.

For work locations in the San Francisco Bay Area, Seattle, New York City, and Los Angeles, the base salary range for this role is:

$145,000 - $177,000 USD

Please see our Privacy Notice for details regarding Airtable’s collection and use of personal information relating to the application and recruitment process by clicking here.",[],['veteran'],['collaboration'],"('Positive', 'Subjective')","[dict_items([('LOC', ['san francisco bay area']), ('GPE', ['new york city', 'los angeles', 'seattle'])])]"
Fullstack/Frontend Engineer,AUGUST,"New York, NY",https://www.linkedin.com/jobs/view/fullstack-frontend-engineer-at-august-4184829990?position=60&pageNum=0&refId=q9BdpB%2FvTLQcS2mrAxE%2BFA%3D%3D&trackingId=hf7G4WUcVQVCw7JLGjbAOQ%3D%3D,"August is building universal wallet infrastructure. Our first vertical is on-chain prime brokerage targeted at crypto-native institutions to enable an order of magnitude better capital efficiency. We have raised a 16m between Seed and Series A from leading crypto and fintech investors. Our product is live with over $250m TVL and $15bn volume processed in 2024.

We are on the lookout for a skilled Frontend Engineer with a deep understanding of TypeScript, React, and direct interaction with smart contracts and blockchain transaction payloads. In this role, you will be instrumental in crafting user interfaces that facilitate seamless integrations between the August platform and third party dApps. This role involves close collaboration with backend engineers and researchers to develop and launch institutional-grade products that boost capital efficiency, improve access to credit, and offer real-time risk monitoring.









If you are passionate about on-chain finance and want to work with an elite team of engineers and researchers to build the next generation of digital asset infrastructure, we encourage you to apply for this exciting opportunity at August.","['typescript', 'react']",[],['collaboration'],"('Positive', 'Objective')",[dict_items([])]
Jr. Front-End Web Developer,WebFX,"Ann Arbor, MI",https://www.linkedin.com/jobs/view/jr-front-end-web-developer-at-webfx-4198375413?position=1&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=IzyPRk47C4glqXavK%2FIGEg%3D%3D,"Hi there! We're WebFX, a full-funnel revenue marketing agency based in the US. We've been 9x named a Best Place To Work, and we'd love to meet you! We are a fast-growing company of more than 700 FXers, that has doubled in size over the past 5 years, with talented team members in 6 US offices, 20+ states, and now based around the globe (and representing 18+ different countries!). While WebFX and our subsidiary companies, such as Nutshell CRM, SEO.com, and TeamAI, are growing rapidly, we are committed to growing strategically and sustainably, and that starts with growing our team of the #BestCoworkers - that’s where you come in!",[],[],[],"('Positive', 'Subjective')","[dict_items([('GPE', ['us'])])]"
Web Developer,Freemind Seattle,United States,https://www.linkedin.com/jobs/view/web-developer-at-freemind-seattle-4179912559?position=2&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=h8NyadxjTFhD789XE%2Fb2Yw%3D%3D,"Freemind Seattle is looking for a skilled full-time Web Developer to work remotely from California, Oregon, or Washington State.

Your primary responsibility will be designing and implementing custom JavaScript and CSS enhancements and custom interfaces for a web-based platform. You should have a strong understanding of the Java programming language, excellent problem-solving skills, and an appreciation for the software development life cycle (SDLC).","['css', 'java', 'javascript']",['css'],[],"('Positive', 'Subjective')","[dict_items([('GPE', ['california', 'washington', 'oregon'])])]"
"Front-End Engineer, 2025 SPC",Amazon,"New York, United States",https://www.linkedin.com/jobs/view/front-end-engineer-2025-spc-at-amazon-4126623024?position=3&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=iJ0wNCYTnzpRIf5UBqamsQ%3D%3D,"Description

NOTE:



Are you excited to build products that are used by Amazon customers all over the world? As a Front-End Engineer, you’ll have the opportunity to work closely with experienced developers to create the user-facing side of software. You’ll collaborate with team members and stakeholders on UX and the full software development lifecycle, including scoping, software design, code, testing, documentation, deployment, and maintenance.

Key job responsibilities





A day in the life

We’re on the lookout for the curious, those who think big and want to define the world of tomorrow. At Amazon, you will grow into the high impact, visionary person you know you’re ready to be. Every day will be filled with exciting new challenges, developing new skills, and achieving personal growth. How often can you say that your work changes the world? At Amazon, you’ll say it often. Join us and define tomorrow.









Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.

Los Angeles County applicants: Job duties for this position include: work safely and cooperatively with other employees, supervisors, and staff; adhere to standards of excellence despite stressful conditions; communicate effectively and respectfully with employees, supervisors, and staff to ensure exceptional customer service; and follow all federal, state, and local laws and Company policies. Criminal history may have a direct, adverse, and negative relationship with some of the material job duties of this position. These include the duties and responsibilities listed above, as well as the abilities to adhere to company policies, exercise sound judgment, effectively manage stress and work safely and respectfully with others, exhibit trustworthiness and professionalism, and safeguard business operations and the Company’s reputation. Pursuant to the Los Angeles County Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $99,500/year in our lowest geographic market up to $209,000/year in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. This position will remain posted until filled. Applicants should apply via our internal or external career site.


- Amazon.com Services LLC

Job ID: A2874384",['https'],"['veteran', 'curious']",[],"('Positive', 'Objective')","[dict_items([('ORG', ['amazon']), ('GPE', ['los angeles'])])]"
Web Developer,Synergy ECP,"Annapolis Junction, MD",https://www.linkedin.com/jobs/view/web-developer-at-synergy-ecp-3997358895?position=4&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=mPWWjfHxBO71xg7S1sVbaw%3D%3D,"SoftTech Solutions, LLC., a wholly owned subsidiary of Synergy ECP, is a custom software development firm that has specialized in serving Department of Defense customers for more than 15 years. Our highly skilled staff of Software Engineers provide expertise that strengthens and advances our clients projects, ensuring the delivery of solid, successful results. Well-versed in the latest technologies and knowledgeable in a broad spectrum of skills and programming languages, our engineers and computer sciences professionals offer scalable technology solutions for enterprises of all sizes.

We are looking for a with experience with:


Adobe Illustrator

Knowledge of analyst's workflows and use cases.

Ability to transform user requests into clean, multi-faceted solutions that will support a broad range of users with varying workflows.

Provides mock-ups in Illustrator of new features, receives feedback from the analysts and developer community, and updates mock-ups accordingly.

Keeps 508 compliance in mind when providing solutions.

Designs overall look and feel for the ICON web-app.

Familiarity with Knowledge Management and Curation (KMC) tool suite



TS/SCI w/ Polygraph



U.S. Citizenship



For this role, our typical salary range starts at $100,000 and stretches up to $150,000. But here's the deal – we're not about capping your potential. We're committed to snapping up the best and brightest, and we're ready to put our money where our mouth is. So, if you're one of the rare exceptions to the status quo with the education, experience, and that extra something special, we're not afraid to go above and beyond to secure your talent. Because for us, it's not just about a salary. It's about the complete rewards package, the culture, and the opportunity to make a real impact.

Taking Care of the People Who Take Care of The Nation

Compensation: We offer highly competitive compensation that is consistently recognized by our employees as being generous!

Health & Retirement: We offer top-notch group healthcare plans for medical, dental and vision insurance. SoftTech Solutions pays 100% of the monthly premiums up to $2,000/month. Employee coverage begins on the start date of employment. If the monthly premium is less than $1000/month then the employee will be paid the difference as a bonus amount quarterly. Employees who elect not use our healthcare plans are paid a bonus of $3000 per quarter/ $12,000 annually.

SoftTech Solutions, Inc. wants its employees to live comfortably in their retirement. To help achieve that goal, the company will contribute up to 10% of an employee’s earnings into their 401(k) plan. The first 4% of an employee’s contribution will be matched dollar-for-dollar by the company. In addition, SoftTech will contribute 6% of the employee’s earnings regardless of the employee’s contribution amount. All contributions to the plan are immediately vested.

Education: SoftTech Solutions, Inc. offers Professional Development funds of $5,250 for approved tuition, educational expenses and business equipment. Unused balances are paid to the employee as a bonus at the start of the following year.

Work/Life Balance: SoftTech Solutions, Inc. offers the opportunity for employees to select from 3 different compensation packages that include 25, 35 or 45 days of paid time off annually. Employees are allowed to carry over up to fifteen (15) days per year. Employees are also able to utilize leave without pay for any unworked days.

Additional Paid Time Off

SoftTech Solutions, Inc. offers additional paid time for Jury Duty (16 hours), Maternity/Paternity Leave (16 hours), and Bereavement (24 Hours).

Employee Appreciation Days

SoftTech Solutions, Inc. offers two days of paid Employee Appreciation time off annually. Employees are also able to utilize this at any point throughout the year, for the occasion(s) of their choosing. Unused Employee Appreciation Time is paid out to the employee at the end of the year.

SoftTech Solutions, Inc/Synergy ECP is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status, or any other protected class.","['less', 'go', 'look']","['professional development', 'veteran']",[],"('Positive', 'Objective')","[dict_items([('ORG', ['softtech', 'sci w/', 'softtech solutions, inc.']), ('GPE', ['u.s.'])])]"
Entry-Level Full Stack AI-Enabled Developer,Lockheed Martin,"Texas, United States",https://www.linkedin.com/jobs/view/entry-level-full-stack-ai-enabled-developer-at-lockheed-martin-4199455269?position=5&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=W0XCZqjTPw0qbyc9tH4d2Q%3D%3D,"Basic Qualifications

Partner with application teams to rapidly deploy MVPs for in-house software development, using a build vs. buy approach




E9851:A/AI Mch Learn Engnr Asc



We are seeking an entry-level full stack AI-enabled developer to join our team. As a key member of our team, you will partner with application teams and business stakeholders to rapidly deploy Minimum Viable Products (MVPs) for in-house software development, and contribute to establishing IDE application/tools patterns for AI-driven development. We are looking for individuals who are passionate about learning and growth, with a desire to work in a dynamic and rapidly changing environment. You should be comfortable with ambiguity, and able to adapt quickly to new technologies, processes, and priorities. A growth mindset, learning agility, and a willingness to take calculated risks are essential for success in this role. As a member of our team, you will have the opportunity to work on challenging and rewarding projects, with a focus on innovation and experimentation. You will be part of a collaborative and dynamic team, with access to cutting-edge technologies and tools.







By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.



Full-time Remote Telework: The employee selected for this position will work remotely full time at a location other than a Lockheed Martin designated office/job site. Employees may travel to a Lockheed Martin office for periodic meetings.



Employee that will telework full-time



First



Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.



4x10 hour day, 3 days off per week



None



ENTERPRISE BUSINESS SERVICES



50168:Chief Data & Analytics Officer



Artificial Intelligence



Experienced Professional



Bethesda-MD, Fort Worth-TX, Littleton-CO, Orlando-FL, SUNNYVALE-CA



Bethesda, Fort Worth, Littleton, Orlando, Sunnyvale



20817, 32825, 76108, 80127, 94089



yes



No



Full-Time



Indirect



With our employees as our priority, we provide diverse career opportunities designed to propel, develop, and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work. We place an emphasis on empowering our employees by fostering an inclusive environment built upon integrity and corporate responsibility.

If this sounds like a culture you connect with, you’re invited to apply for this role. Or, if you are unsure whether your experience aligns with the requirements of this position, we encourage you to search on Lockheed Martin Jobs , and apply for roles that align with your qualifications.









The annual base salary range for this position in California and New York (excluding most major metropolitan areas), Colorado, Hawaii, Illinois, Maryland, Minnesota, Washington or Washington DC is $70,600 - $124,430. For states not referenced above, the salary range for this position will reflect the candidate’s final work location. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.

Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.

(Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental absences and other reasons; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of Vacation per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO, Vacation, sick leave, and holiday hours are prorated based on start date during the calendar year.

This position is incentive plan eligible.



The annual base salary range for this position in most major metropolitan areas in California and New York is $81,200 - $140,645. For states not referenced above, the salary range for this position will reflect the candidate’s final work location. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.

Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.

This position is incentive plan eligible.",[],"['collaborative', 'passionate about learning', 'telework']",['growth mindset'],"('Neutral', 'Objective')","[dict_items([('ORG', ['martin designated office/']), ('GPE', ['colorado', 'california', 'fort worth', 'illinois', 'orlando', 'new york', 'maryland', 'md', 'minnesota', 'fort', 'littleton', 'hawaii', 'washington']), ('PRODUCT', ['32825', 'martin'])])]"
Frontend Engineer Internship,"Coalition, Inc.",United States,https://www.linkedin.com/jobs/view/frontend-engineer-internship-at-coalition-inc-4171037875?position=6&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=1l%2FmiioyqK7tRoa4kUxzdQ%3D%3D,"About us
Coalition is the world's first Active Insurance provider designed to help prevent digital risk before it strikes. Founded in 2017, Coalition combines broad insurance coverage with a digital risk assessment and continuous security monitoring to help organizations protect themselves in today’s hyper-connected world.",[],[],[],"('Neutral', 'Objective')",[dict_items([])]
Frontend Software Engineer,Snowflake,"Menlo Park, CA",https://www.linkedin.com/jobs/view/frontend-software-engineer-at-snowflake-4192502576?position=7&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=zfZMaNsgXE8hwngsPYc7Vw%3D%3D,"Build the future of the AI Data Cloud. Join the Snowflake team.

Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Snowflake developed an innovative new product with a built-for-the-cloud architecture that combines the power of data warehousing, the flexibility of big data platforms, and the elasticity of the cloud at a fraction of the cost of traditional solutions. We are now a global, world-class organization with offices in more than a dozen countries and serving many more.

Snowflake Notebooks is a development interface in Snowsight that offers an interactive, cell-based programming environment for Python and SQL. In Snowflake Notebooks, you can perform exploratory data analysis, develop machine learning models, and perform other data science and data engineering tasks all in one place.

To learn more about the capabilities of the Notebook products please visit https://www.snowflake.com/en/data-cloud/notebooks/













Snowflake is growing fast, and we’re scaling our team to help enable and accelerate our growth. We are looking for people who share our values, challenge ordinary thinking, and push the pace of innovation while building a future for themselves and Snowflake.

How do you want to make your impact?

For jobs located in the United States, please visit the job posting on the Snowflake Careers Site for salary and benefits information: careers.snowflake.com

The following represents the expected range of compensation for this role:




The successful candidate’s starting salary will be determined based on permissible, non-discriminatory factors such as skills, experience, and geographic location. This role is also eligible for a competitive benefits package that includes: medical, dental, vision, life, and disability insurance; 401(k) retirement plan; flexible spending & health savings account; at least 12 paid holidays; paid time off; parental leave; employee assistance program; and other company benefits.","['python', 'https', 'snowflake']","['sql', 'python']",[],"('Positive', 'Objective')","[dict_items([('GPE', ['the united states'])])]"
Frontend Engineer (React),Rapptr Labs,"New York, NY",https://www.linkedin.com/jobs/view/frontend-engineer-react-at-rapptr-labs-4191959394?position=8&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=0VJCWMIn43wHGoB8bsXaFw%3D%3D,"About The Role

Rapptr Labs is looking for a talented front-end engineer to join our growing design and development agency, which is passionate about creating robust, pixel-perfect websites. You’ll work with our Clients, Designers, Product Managers, and other Engineersto create cutting-edge codebases for our clients’ diverse applications.

This position aligns with our core values, such as embracing challenges, continuous improvement, and having a genuine care for the work you do. This role requires you to commute into the office 4 days a week. Our office is located in NYC in the 1 Penn building.















Rapptr Labs is proud to be an Equal Opportunity Employer. We stand behind our culture, which values and celebrates diversity, inclusivity, and does not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, parental status, disability status, or any other protected group. We believe that we are all better when we encourage, support, and respect the diversity in backgrounds, experiences, and skills that we each bring to the Rapptr team.



Please be cautious of potential scams. If you are not contacted directly by HR or a member of our leadership team to schedule a Zoom call for the next steps, it is very likely not someone from the Rapptr team.

Powered by JazzHR

GoSwh6JyhU",[],"['veteran', 'zoom']",[],"('Positive', 'Subjective')",[dict_items([])]
Frontend Software Engineer - University Graduate 2025,Verkada,"San Mateo, CA",https://www.linkedin.com/jobs/view/frontend-software-engineer-university-graduate-2025-at-verkada-4145195203?position=9&pageNum=2&refId=XUEyXNwOWQoYtG6BMmxe%2Bg%3D%3D&trackingId=rBqW3Qew6azWNJIAvo%2FaTQ%3D%3D,"Who We Are

Verkada is a leader in cloud-based B2B physical security. Verkada offers six product lines — video security cameras, access control, environmental sensors, alarms, workplace and intercoms — integrated with a single cloud-based software platform.

Designed with simplicity and scalability in mind, Verkada gives organizations the real-time insight to know what could impact the safety and comfort of people throughout their physical environment, while empowering them to take immediate action to minimize security risks, workplace frustrations and costly inefficiencies.

Founded in 2016, Verkada has expanded rapidly with 15 offices across three continents, 2,100+ full-time employees and 30,000+ customers across 70+ countries.



We are looking for software engineers who thrive in a high growth environment working alongside teammates to launch products and features that will be utilized by customers across the globe. As part of the Software Engineering team, you’ll have ownership of one or more projects on various product or platform facing teams. You will work across the full software stack and collaborate cross functionally to build the latest iterations of Verkada’s flagship software enabling our best-in-class security systems.











Below is the annual on-target earnings (OTE) range for full-time employees for this position, comprised of base compensation and commissions (if applicable).

Estimated Annual Pay Range

$120,000—$280,000 USD



As an equal opportunity employer, Verkada is committed to providing employment opportunities to all individuals. All applicants for positions at Verkada will be treated without regard to race, color, ethnicity, religion, sex, gender, gender identity and expression, sexual orientation, national origin, disability, age, marital status, veteran status, pregnancy, or any other basis prohibited by applicable law.",[],['veteran'],[],"('Neutral', 'Objective')","[dict_items([('ORG', ['verkada'])])]"
